"SOM","DistinguishedName","BlockInheritance","LinkEnabled","Enforced","Precedence","DisplayName","GPOStatus","WMIFilter","GUID","PolicyDN"
"corp","DC=corp,DC=ajgco,DC=com","False","True","False","11","AJG Certificate Deployment Policy","UserSettingsDisabled",,"{d3557dfa-72fe-464e-b88b-29b4c0738cf5}","cn={D3557DFA-72FE-464E-B88B-29B4C0738CF5},cn=policies,cn=system,DC=corp,DC=ajgco,DC=com"
"corp","DC=corp,DC=ajgco,DC=com","False","True","False","12","CORP SCCM 2012","UserSettingsDisabled",,"{5d728d95-f356-4d06-b804-247009c42857}","cn={5D728D95-F356-4D06-B804-247009C42857},cn=policies,cn=system,DC=corp,DC=ajgco,DC=com"
"corp","DC=corp,DC=ajgco,DC=com","False","True","False","13","AJG Corp IE11 Policy","AllSettingsEnabled","IE11 Only","{6f00de4b-36d5-4eea-8f02-8dacd0f13e73}","cn={6F00DE4B-36D5-4EEA-8F02-8DACD0F13E73},cn=policies,cn=system,DC=corp,DC=ajgco,DC=com"
"corp","DC=corp,DC=ajgco,DC=com","False","True","False","14","RTA Corp Server Access","UserSettingsDisabled",,"{dfbcb8b3-1e22-4f70-9552-ced5740ecaf6}","cn={DFBCB8B3-1E22-4F70-9552-CED5740ECAF6},cn=policies,cn=system,DC=corp,DC=ajgco,DC=com"
"_____APPLICATIONS","OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"__________Exchange","OU=Exchange,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"_______________Distribution Groups","OU=Distribution Groups,OU=Exchange,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"____________________Corp","OU=Corp,OU=Distribution Groups,OU=Exchange,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"_____Domain Controllers","OU=Domain Controllers,DC=corp,DC=ajgco,DC=com","False","True","False","1","Default Domain Controllers Policy","AllSettingsEnabled",,"{6ac1786c-016f-11d2-945f-00c04fb984f9}","CN={6AC1786C-016F-11D2-945F-00C04fB984F9},CN=Policies,CN=System,DC=corp,DC=ajgco,DC=com"
"__________Groups","OU=Groups,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"_____LOCATIONS","OU=LOCATIONS,DC=corp,DC=ajgco,DC=com","False","True","False","1","Windows 802.11 Wireless PEAP Authentication","UserSettingsDisabled",,"{6c66e97f-1ec3-4cd2-83fd-f197fc9ee025}","cn={6C66E97F-1EC3-4CD2-83FD-F197FC9EE025},cn=policies,cn=system,DC=corp,DC=ajgco,DC=com"
"_____LOCATIONS","OU=LOCATIONS,DC=corp,DC=ajgco,DC=com","False","True","False","2","Windows 802.1x PEAP Authentication","UserSettingsDisabled",,"{6749dd3e-f301-48bb-af1f-e84eb909bb15}","cn={6749DD3E-F301-48BB-AF1F-E84EB909BB15},cn=policies,cn=system,DC=corp,DC=ajgco,DC=com"
"_____LOCATIONS","OU=LOCATIONS,DC=corp,DC=ajgco,DC=com","False","True","False","3","x64 ServiceDesk Link Fix","UserSettingsDisabled","x64 Windows 7 and higher","{7e7a3170-2623-430d-a23d-040efa0cc30a}","cn={7E7A3170-2623-430D-A23D-040EFA0CC30A},cn=policies,cn=system,DC=corp,DC=ajgco,DC=com"
"_____LOCATIONS","OU=LOCATIONS,DC=corp,DC=ajgco,DC=com","False","True","False","4","x86 ServiceDesk Link Fix","UserSettingsDisabled","x86 Windows 7 and higher","{588ff2a9-45c8-4343-820c-85906038c857}","cn={588FF2A9-45C8-4343-820C-85906038C857},cn=policies,cn=system,DC=corp,DC=ajgco,DC=com"
"_____LOCATIONS","OU=LOCATIONS,DC=corp,DC=ajgco,DC=com","False","True","False","5",,,,"{}","cn={51BD3AC1-BBC5-4C93-AD26-E03529B84BAF},cn=policies,cn=system,DC=ajgco,DC=com"
"_____LOCATIONS","OU=LOCATIONS,DC=corp,DC=ajgco,DC=com","False","True","False","6",,,,"{}","cn={843F0F90-4A7E-4DA4-95E7-10D2694B4C11},cn=policies,cn=system,DC=corp,DC=ajgco,DC=com"
"_____LOCATIONS","OU=LOCATIONS,DC=corp,DC=ajgco,DC=com","False","True","False","7","Corp Workstation Management","UserSettingsDisabled",,"{20217ef1-2353-4fa5-b885-784b1197bcd2}","cn={20217EF1-2353-4FA5-B885-784B1197BCD2},cn=policies,cn=system,DC=corp,DC=ajgco,DC=com"
"__________Itasca","OU=Itasca,OU=LOCATIONS,DC=corp,DC=ajgco,DC=com","False","False","False","1","Itasca Login Script","ComputerSettingsDisabled",,"{a4274ae1-3f68-454a-912f-ae48b4fc572a}","cn={A4274AE1-3F68-454A-912F-AE48B4FC572A},cn=policies,cn=system,DC=corp,DC=ajgco,DC=com"
"__________Itasca","OU=Itasca,OU=LOCATIONS,DC=corp,DC=ajgco,DC=com","False","True","False","2","Itasca Windows XP Point & Print","ComputerSettingsDisabled","Win XP Workstations","{b4399b86-2e46-4573-b422-672790bfdb43}","cn={B4399B86-2E46-4573-B422-672790BFDB43},cn=policies,cn=system,DC=corp,DC=ajgco,DC=com"
"__________Itasca","OU=Itasca,OU=LOCATIONS,DC=corp,DC=ajgco,DC=com","False","True","False","3","Itasca Windows 7 Point & Print","UserSettingsDisabled","Win 7 Workstations","{7c7c8067-b661-4156-ba08-30ff35f78c71}","cn={7C7C8067-B661-4156-BA08-30FF35F78C71},cn=policies,cn=system,DC=corp,DC=ajgco,DC=com"
"__________Itasca","OU=Itasca,OU=LOCATIONS,DC=corp,DC=ajgco,DC=com","False","True","False","4","Corp Windows 7 Policies","AllSettingsEnabled","Win 7 Workstations","{eeba94fc-180e-47f9-a63f-b709ca66417d}","cn={EEBA94FC-180E-47F9-A63F-B709CA66417D},cn=policies,cn=system,DC=corp,DC=ajgco,DC=com"
"__________Itasca","OU=Itasca,OU=LOCATIONS,DC=corp,DC=ajgco,DC=com","False","True","False","5","GTS Windows 7 Laptop Policies","UserSettingsDisabled","Win 7 Laptops","{08dbefea-da41-49b4-8f16-34128154b7fe}","cn={08DBEFEA-DA41-49B4-8F16-34128154B7FE},cn=policies,cn=system,DC=corp,DC=ajgco,DC=com"
"__________Itasca","OU=Itasca,OU=LOCATIONS,DC=corp,DC=ajgco,DC=com","False","True","False","6","GTS Windows 7 Policies","UserSettingsDisabled","Win 7 Workstations","{6a451bf3-d878-402a-82d1-4a2f2cab5df6}","cn={6A451BF3-D878-402A-82D1-4A2F2CAB5DF6},cn=policies,cn=system,DC=corp,DC=ajgco,DC=com"
"_______________CIS","OU=CIS,OU=Itasca,OU=LOCATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"____________________Users","OU=Users,OU=CIS,OU=Itasca,OU=LOCATIONS,DC=corp,DC=ajgco,DC=com","False","True","False","1","ITA-CIS7 Logon Script","AllSettingsEnabled","Itasca 7th Floor","{8814ab26-bde2-427b-b369-7935f56e1ead}","cn={8814AB26-BDE2-427B-B369-7935F56E1EAD},cn=policies,cn=system,DC=corp,DC=ajgco,DC=com"
"____________________Users","OU=Users,OU=CIS,OU=Itasca,OU=LOCATIONS,DC=corp,DC=ajgco,DC=com","False","True","False","2","ITA-CIS8 Logon Script","AllSettingsEnabled","Itasca 8th Floor and Trusted Wireless","{a55d035e-2752-402a-ae87-58406105f38c}","cn={A55D035E-2752-402A-AE87-58406105F38C},cn=policies,cn=system,DC=corp,DC=ajgco,DC=com"
"_____CORP Technical Management","OU=CORP Technical Management,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"__________Corp administration Groups","OU=Corp administration Groups,OU=CORP Technical Management,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"__________SCCM","OU=SCCM,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"_______________Groups","OU=Groups,OU=SCCM,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"__________SERVICE ACCOUNTS","OU=SERVICE ACCOUNTS,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"_______________BMC ADDM","OU=BMC ADDM,OU=SERVICE ACCOUNTS,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"____________________Prod","OU=Prod,OU=BMC ADDM,OU=SERVICE ACCOUNTS,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"__________Corp Administration Accounts","OU=Corp Administration Accounts,OU=CORP Technical Management,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"_______________Admins","OU=Admins,OU=Corp Administration Accounts,OU=CORP Technical Management,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"_____Disabled Users","OU=Disabled Users,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"__________IBAM","OU=IBAM,OU=LOCATIONS,DC=corp,DC=ajgco,DC=com","False","True","True","1","IBAM Mappings","ComputerSettingsDisabled",,"{146503d8-b013-47d3-b71c-8fe83ec7438d}","cn={146503D8-B013-47D3-B71C-8FE83EC7438D},cn=policies,cn=system,DC=corp,DC=ajgco,DC=com"
"_______________IBAM Markham","OU=IBAM Markham,OU=IBAM,OU=LOCATIONS,DC=corp,DC=ajgco,DC=com","False","True","False","1","IBAM CGBGroup Computer Access","UserSettingsDisabled",,"{d0b8d692-f0d7-430f-af06-118c6320ca0a}","cn={D0B8D692-F0D7-430F-AF06-118C6320CA0A},cn=policies,cn=system,DC=corp,DC=ajgco,DC=com"
"____________________IBAM Markham Users","OU=IBAM Markham Users,OU=IBAM Markham,OU=IBAM,OU=LOCATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"__________Cognos","OU=Cognos,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"_______________Cognos8 Business Intelligence","OU=Cognos8 Business Intelligence,OU=Cognos,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"____________________Users","OU=Users,OU=Cognos8 Business Intelligence,OU=Cognos,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"__________JDE","OU=JDE,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"_______________Users","OU=Users,OU=JDE,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"____________________Admins","OU=Admins,OU=Users,OU=JDE,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"_______________General","OU=General,OU=SERVICE ACCOUNTS,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"____________________Prod","OU=Prod,OU=General,OU=SERVICE ACCOUNTS,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"_______________Cyber Ark","OU=Cyber Ark,OU=SERVICE ACCOUNTS,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"__________Location TEST","OU=Location TEST,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","True","True","False","1","Itasca Windows XP Point & Print","ComputerSettingsDisabled","Win XP Workstations","{b4399b86-2e46-4573-b422-672790bfdb43}","cn={B4399B86-2E46-4573-B422-672790BFDB43},cn=policies,cn=system,DC=corp,DC=ajgco,DC=com"
"__________Location TEST","OU=Location TEST,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","True","True","False","2","AJGDMS Compatibility Test","ComputerSettingsDisabled",,"{8185bb14-220a-44d4-88f4-1de053ee4ee9}","cn={8185BB14-220A-44D4-88F4-1DE053EE4EE9},cn=policies,cn=system,DC=corp,DC=ajgco,DC=com"
"__________Location TEST","OU=Location TEST,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","True","True","False","3","Itasca Windows 7 Point & Print","UserSettingsDisabled","Win 7 Workstations","{7c7c8067-b661-4156-ba08-30ff35f78c71}","cn={7C7C8067-B661-4156-BA08-30FF35F78C71},cn=policies,cn=system,DC=corp,DC=ajgco,DC=com"
"__________Location TEST","OU=Location TEST,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","True","True","False","4","AJG Corp Domain Policy - Test","UserSettingsDisabled",,"{b7bafc6f-2f0c-4436-aaf0-c149f10e860e}","cn={B7BAFC6F-2F0C-4436-AAF0-C149F10E860E},cn=policies,cn=system,DC=corp,DC=ajgco,DC=com"
"__________Location TEST","OU=Location TEST,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","True","True","False","5","AJG Corp WSUS Policy Workstations - Test","UserSettingsDisabled",,"{85595f4c-3b0e-4254-aa5a-c7f41b8de56f}","cn={85595F4C-3B0E-4254-AA5A-C7F41B8DE56F},cn=policies,cn=system,DC=corp,DC=ajgco,DC=com"
"__________Location TEST","OU=Location TEST,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","True","True","False","6","AJG Outlook Today Policy - Test","AllSettingsEnabled",,"{5867d464-6464-4f2b-a3d8-daa4395a3ea0}","cn={5867D464-6464-4F2B-A3D8-DAA4395A3EA0},cn=policies,cn=system,DC=corp,DC=ajgco,DC=com"
"__________Location TEST","OU=Location TEST,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","True","True","False","7","AJG Screensaver Policy - Test","ComputerSettingsDisabled","Win XP Workstations","{2001555d-8047-4fc6-bdf1-e94f98d62dfb}","cn={2001555D-8047-4FC6-BDF1-E94F98D62DFB},cn=policies,cn=system,DC=corp,DC=ajgco,DC=com"
"__________Location TEST","OU=Location TEST,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","True","True","False","8","AJG Workstation Firewall Policy - Test","UserSettingsDisabled",,"{3f27b197-3d51-4133-ad52-faf3b20d98b5}","cn={3F27B197-3D51-4133-AD52-FAF3B20D98B5},cn=policies,cn=system,DC=corp,DC=ajgco,DC=com"
"__________Location TEST","OU=Location TEST,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","True","False","False","9","AJG Workstation SW Distribution Policy - Test","AllSettingsDisabled","Workstations Only","{55be3079-d0ea-4cfb-a1cd-aa79e0c80a05}","cn={55BE3079-D0EA-4CFB-A1CD-AA79E0C80A05},cn=policies,cn=system,DC=corp,DC=ajgco,DC=com"
"__________Location TEST","OU=Location TEST,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","True","True","False","10","AJG Screensaver Policy - Windows 7","ComputerSettingsDisabled","Win 7 Workstations","{1d6a39cd-2042-4b52-980d-9619c753f589}","cn={1D6A39CD-2042-4B52-980D-9619C753F589},cn=policies,cn=system,DC=corp,DC=ajgco,DC=com"
"__________Location TEST","OU=Location TEST,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","True","True","False","11","GTS Windows 7 Laptop Policies","UserSettingsDisabled","Win 7 Laptops","{08dbefea-da41-49b4-8f16-34128154b7fe}","cn={08DBEFEA-DA41-49B4-8F16-34128154B7FE},cn=policies,cn=system,DC=corp,DC=ajgco,DC=com"
"__________Location TEST","OU=Location TEST,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","True","True","False","12","GTS Windows 7 Policies","UserSettingsDisabled","Win 7 Workstations","{6a451bf3-d878-402a-82d1-4a2f2cab5df6}","cn={6A451BF3-D878-402A-82D1-4A2F2CAB5DF6},cn=policies,cn=system,DC=corp,DC=ajgco,DC=com"
"__________Location TEST","OU=Location TEST,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","True","True","False","13","AJG Corp IE Policy - TEST","ComputerSettingsDisabled",,"{d9fbcf99-432b-436e-8468-e2261a5982c9}","cn={D9FBCF99-432B-436E-8468-E2261A5982C9},cn=policies,cn=system,DC=corp,DC=ajgco,DC=com"
"_______________IDM Test","OU=IDM Test,OU=Location TEST,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"____________________Users","OU=Users,OU=IDM Test,OU=Location TEST,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"__________EPO","OU=EPO,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"_______________admins","OU=admins,OU=EPO,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"__________Pune","OU=Pune,OU=LOCATIONS,DC=corp,DC=ajgco,DC=com","False","True","False","1","WTC-EPO service account rights","AllSettingsEnabled",,"{692baf9a-3da5-4c60-b331-5b17359ec616}","cn={692BAF9A-3DA5-4C60-B331-5B17359EC616},cn=policies,cn=system,DC=corp,DC=ajgco,DC=com"
"__________Pune","OU=Pune,OU=LOCATIONS,DC=corp,DC=ajgco,DC=com","False","True","False","2","WTC Custom Settings","AllSettingsEnabled",,"{a5e16837-f5c9-45f6-9e28-416839bbcb21}","cn={A5E16837-F5C9-45F6-9E28-416839BBCB21},cn=policies,cn=system,DC=corp,DC=ajgco,DC=com"
"__________Pune","OU=Pune,OU=LOCATIONS,DC=corp,DC=ajgco,DC=com","False","True","False","3",,,,"{}","cn={84CE7E67-3581-4E2A-A5C7-D2758AC062CB},cn=policies,cn=system,DC=corp,DC=ajgco,DC=com"
"_______________KPIT","OU=KPIT,OU=Pune,OU=LOCATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"____________________Groups","OU=Groups,OU=KPIT,OU=Pune,OU=LOCATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"_______________Groups","OU=Groups,OU=JDE,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"_______________Finance","OU=Finance,OU=Itasca,OU=LOCATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"_______________Payroll","OU=Payroll,OU=Itasca,OU=LOCATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"____________________Computers","OU=Computers,OU=Finance,OU=Itasca,OU=LOCATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"_________________________Desktops","OU=Desktops,OU=Computers,OU=Finance,OU=Itasca,OU=LOCATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"____________________Computers","OU=Computers,OU=Payroll,OU=Itasca,OU=LOCATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"_________________________Desktops","OU=Desktops,OU=Computers,OU=Payroll,OU=Itasca,OU=LOCATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"_______________Tax","OU=Tax,OU=Itasca,OU=LOCATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"____________________Computers","OU=Computers,OU=Tax,OU=Itasca,OU=LOCATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"_________________________Desktops","OU=Desktops,OU=Computers,OU=Tax,OU=Itasca,OU=LOCATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"_______________Corporate","OU=Corporate,OU=Itasca,OU=LOCATIONS,DC=corp,DC=ajgco,DC=com","False","True","False","1","Itasca Follow-You Printer","AllSettingsEnabled",,"{4e8f7be8-d2d9-4b91-a7f1-76ad155c30d1}","cn={4E8F7BE8-D2D9-4B91-A7F1-76AD155C30D1},cn=policies,cn=system,DC=corp,DC=ajgco,DC=com"
"____________________Computers","OU=Computers,OU=Corporate,OU=Itasca,OU=LOCATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"_________________________Desktops","OU=Desktops,OU=Computers,OU=Corporate,OU=Itasca,OU=LOCATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"_______________DCN","OU=DCN,OU=Itasca,OU=LOCATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"____________________Computers","OU=Computers,OU=DCN,OU=Itasca,OU=LOCATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"_________________________Desktops","OU=Desktops,OU=Computers,OU=DCN,OU=Itasca,OU=LOCATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"_________________________Laptops","OU=Laptops,OU=Computers,OU=Corporate,OU=Itasca,OU=LOCATIONS,DC=corp,DC=ajgco,DC=com","False","False","False","1","CMG Distribution Policy","AllSettingsDisabled",,"{a0446b5b-398a-4b03-b2e4-bb19f6577138}","cn={A0446B5B-398A-4B03-B2E4-BB19F6577138},cn=policies,cn=system,DC=corp,DC=ajgco,DC=com"
"_________________________Laptops","OU=Laptops,OU=Computers,OU=Corporate,OU=Itasca,OU=LOCATIONS,DC=corp,DC=ajgco,DC=com","False","True","False","2","CMG 6.7 x64 Distribution Policy","AllSettingsDisabled","x64 Client Laptops Only","{e1b94b51-629c-4431-87fa-96a27d7bca53}","cn={E1B94B51-629C-4431-87FA-96A27D7BCA53},cn=policies,cn=system,DC=corp,DC=ajgco,DC=com"
"_________________________Laptops","OU=Laptops,OU=Computers,OU=Corporate,OU=Itasca,OU=LOCATIONS,DC=corp,DC=ajgco,DC=com","False","True","False","3","CMG 6.7 x86 Distribution Policy","AllSettingsDisabled","x86 Client Laptops Only","{7e14e6fb-541a-4f37-af75-26f683ce2d72}","cn={7E14E6FB-541A-4F37-AF75-26F683CE2D72},cn=policies,cn=system,DC=corp,DC=ajgco,DC=com"
"_________________________Laptops","OU=Laptops,OU=Computers,OU=Corporate,OU=Itasca,OU=LOCATIONS,DC=corp,DC=ajgco,DC=com","False","True","False","4",,,,"{}","cn={FFC54E5E-0F4A-4850-BC0F-73C926C5D735},cn=policies,cn=system,DC=corp,DC=ajgco,DC=com"
"_________________________Laptops","OU=Laptops,OU=Computers,OU=Corporate,OU=Itasca,OU=LOCATIONS,DC=corp,DC=ajgco,DC=com","False","True","False","5",,,,"{}","cn={33BA0AB7-108F-4E84-9CA0-A5413E7521BA},cn=policies,cn=system,DC=ajgco,DC=com"
"____________________Groups","OU=Groups,OU=DCN,OU=Itasca,OU=LOCATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"__________Tech Center","OU=Tech Center,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","False","True","False","1","Tech Center","AllSettingsEnabled",,"{c112710f-567c-41b7-a10a-8be23fa035ba}","cn={C112710F-567C-41B7-A10A-8BE23FA035BA},cn=policies,cn=system,DC=corp,DC=ajgco,DC=com"
"_______________Users","OU=Users,OU=Tech Center,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"__________Computers","OU=Computers,OU=LOCATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"____________________Groups","OU=Groups,OU=Cognos8 Business Intelligence,OU=Cognos,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"_____MEMBER SERVERS","OU=MEMBER SERVERS,DC=corp,DC=ajgco,DC=com","True","True","False","1","Server Standard Policy","UserSettingsDisabled",,"{10393135-0dac-4c1b-84ce-c1fbf55baed5}","cn={10393135-0DAC-4C1B-84CE-C1FBF55BAED5},cn=policies,cn=system,DC=corp,DC=ajgco,DC=com"
"_____MEMBER SERVERS","OU=MEMBER SERVERS,DC=corp,DC=ajgco,DC=com","True","True","True","2","AJG Corp  Disable Auto Update Server","UserSettingsDisabled",,"{616131cc-edab-4962-8258-9d623ad15b9b}","cn={616131CC-EDAB-4962-8258-9D623AD15B9B},cn=policies,cn=system,DC=corp,DC=ajgco,DC=com"
"_____MEMBER SERVERS","OU=MEMBER SERVERS,DC=corp,DC=ajgco,DC=com","True","True","False","3","CORP Server Administration","UserSettingsDisabled",,"{45ed5a46-5342-42d5-83ad-5e684518ed14}","cn={45ED5A46-5342-42D5-83AD-5E684518ED14},cn=policies,cn=system,DC=corp,DC=ajgco,DC=com"
"_____MEMBER SERVERS","OU=MEMBER SERVERS,DC=corp,DC=ajgco,DC=com","True","True","False","4",,,,"{}","cn={DA9628EA-85F9-44F8-8CF8-11A675C38A73},cn=policies,cn=system,DC=ajgco,DC=com"
"_____MEMBER SERVERS","OU=MEMBER SERVERS,DC=corp,DC=ajgco,DC=com","True","True","False","5","CORP SCCM 2012","UserSettingsDisabled",,"{5d728d95-f356-4d06-b804-247009c42857}","cn={5D728D95-F356-4D06-B804-247009C42857},cn=policies,cn=system,DC=corp,DC=ajgco,DC=com"
"_____MEMBER SERVERS","OU=MEMBER SERVERS,DC=corp,DC=ajgco,DC=com","True","True","False","6","RTA Corp Server Access","UserSettingsDisabled",,"{dfbcb8b3-1e22-4f70-9552-ced5740ecaf6}","cn={DFBCB8B3-1E22-4F70-9552-CED5740ECAF6},cn=policies,cn=system,DC=corp,DC=ajgco,DC=com"
"__________File-Print Servers","OU=File-Print Servers,OU=MEMBER SERVERS,DC=corp,DC=ajgco,DC=com","False","True","False","1",,,,"{}","cn={E42376A7-DB05-4009-A000-6D1EC0E4F682},cn=policies,cn=system,DC=corp,DC=ajgco,DC=com"
"_______________Itasca","OU=Itasca,OU=File-Print Servers,OU=MEMBER SERVERS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
